Store No,Opportunity Est Date,Product,Opportunity ID,Opportunity Name,Project_Status,Opportunity_Status, Opportunity Usage ,Opportunity Stage
97878594,28/02/2019,products: Infrastructure Migration,pr8669,App Migration,Inactive,Completed,"1,000",Stage 0
39595961,28/02/2019,products: Datacenter Migration,pr8670,respond to RFPA,Inactive,Blocked,"2,500",Stage 3
80707184,30/08/2019,products: EAI,pr8671,ACT Premium enabled,Inactive,Completed,"13,650",Stage 2
63333112,09/02/2018,products: Infrastructure Migration,pr8672,Account setup,Active,In Progress,"5,000",Stage 1
70404109,31/05/2019,products: Datacenter Migration,pr8673,phase projects,Active,In Progress,"1,500",Stage 5
75858109,21/07/2019,products: Infrastructure Migration,pr8674,Managed Service ,Active,In Progress,"10,000",Stage 0
30606604,31/01/2018,products: Infrastructure Migration,pr8675,Manufacturing Images,Active,In Progress,750,Stage 2
82222183,29/03/2019,products: Networking apps,pr8676,phase rollout,Active,In Progress,250,Stage 0
57777143,01/07/2019,products: Datacenter Migration,pr8677,Managed Disk implementation,Active,In Progress,"583,000",Stage 3
85555153,30/09/2018,products: High Performance Compute,pr8678,Managed Disk implementation,Active,In Progress,"7,500",Stage 2
69999604,30/06/2018,products: Disaster Recovery,pr8679,Access to All users,Inactive,In Progress,750,Stage 5
31515815,28/02/2018,products: Disaster Recovery,pr8680,Phase of Data Migration,Active,In Progress,300,Stage 2
93939111,31/05/2018,products: Infrastructure Migration,pr8681,Client onboarding,Inactive,In Progress,500,Stage 4
68888108,25/02/2018,products: Infrastructure Migration,pr8682,App Migration,Active,In Progress,"10,021",Stage 1
67777212,30/03/2018,products: EAI,pr8683,Managed Disk implementation,Active,In Progress,100,Stage 1
8686522,01/02/2020,products: Datacenter Migration,pr8684,Client onboarding,Active,In Progress,"20,000",Stage 1
39090963,30/04/2018,products: EAI,pr8685,ACT Premium enabled,Active,In Progress,100,Stage 5
68181140,03/12/2018,products: Networking apps,pr8686,Managed Disks,Inactive,Completed,350,Stage 0
71616520,28/06/2019,products: SAP on Azure,pr8687,Client onboarding,Active,In Progress,"6,825",Stage 2
13737882,30/04/2018,products: EAI,pr8688,respond to RFPA,Inactive,Completed,100,Stage 1
53535951,01/06/2019,products: Disaster Recovery,pr8689,App Sprint,Active,In Progress,"2,730",Stage 0
24747845,21/06/2019,products: Infrastructure Migration,pr8690,respond to RFPA,Inactive,In Progress,500,Stage 0
26565108,08/12/2019,products: Infrastructure Migration,pr8691,Acceleration Transfer,Inactive,In Progress,"100,000",Stage 2
34848138,15/06/2018,products: EAI,pr8692,Account set up,Active,In Progress,800,Stage 1
30606604,30/04/2018,products: EAI,pr8693,Acceleration Transfer,Active,In Progress,750,Stage 1
67777212,31/03/2018,products: Disaster Recovery,pr8694,respond to RFPA,Inactive,Completed,137,Stage 5
81313144,29/03/2018,products: EAI,pr8695,phase of migration,Active,In Progress,"1,365",Stage 3
63232104,30/10/2018,products: EAI,pr8696,App production,Inactive,In Progress,800,Stage 5
45555157,30/04/2018,products: EAI,pr8697,Account set up,Active,In Progress,100,Stage 4
22525115,31/08/2018,Product: Data Platform Migration,Pr8698,Acceleration in Projects,Inactive,In Progress,"-30,000",Stage 1
72828522,30/11/2018,products: EAI,pr8699,Account set up,Active,In Progress,"6,143",Stage 1
91818594,15/10/2018,products: Azure Stack,pr8700,Account setup,-,-,"9,898",Stage 0
93636603,31/01/2018,products: EAI,pr8701,default method for experimentation,Active,In Progress,200,Stage 0
68181140,31/12/2017,products: EAI,pr8702,default method for experimentation,Active,In Progress,"5,000",Stage 5
30606604,30/04/2019,products: EAI,pr8703,Account setup,Active,In Progress,500,Stage 4
94040152,30/03/2018,products: EAI,pr8704,Accuvate initial work,Active,In Progress,100,Stage 0
54949520,28/02/2019,products: Infrastructure Migration,pr8705,Access to All users,Inactive,In Progress,"6,825",Stage 2
93434523,30/04/2018,products: EAI,pr8706,respond to RFPA,Inactive,Completed,100,Stage 0
42222594,30/03/2018,products: EAI,pr8707,Acceleration in Projects,Active,In Progress,100,Stage 5
99494881,29/11/2019,products: Disaster Recovery,pr8708,Client onboarding,Inactive,In Progress,"15,000",Stage 1
9191882,01/05/2019,products: Datacenter Migration,pr8709,Managed Disks,Inactive,Completed,"6,825",Stage 5
13737882,31/03/2019,products: Disaster Recovery,pr8710,Achieve Storage,Active,In Progress,"2,730",Stage 0
99696211,31/01/2019,products: SAP on Azure,pr8711,App Sprint,Inactive,In Progress,"5,000",Stage 2
99595119,30/04/2018,products: EAI,pr8712,Acceleration Transfer,Inactive,In Progress,100,Stage 2
75252392,30/06/2019,products: Azure Stack,pr8713,ACT Premium enabled,Inactive,Completed,"1,000",Stage 0
55252101,31/07/2019,products: SAP on Azure,pr8714,Managed disks migration,Active,In Progress,"35,000",Stage 1
9191882,01/12/2018,products: Infrastructure Migration,pr8715,App production,-,-,"15,000",Stage 4
69797108,30/03/2018,products: EAI,pr8716,Managed disks migration,Inactive,In Progress,100,Stage 0
97171523,23/09/2018,products: Datacenter Migration,pr8717,Acceleration in Projects,Active,In Progress,500,Stage 3
93030968,30/04/2018,products: Infrastructure Migration,pr8718,Managed disks migration,Active,In Progress,"4,041",Stage 2
53333960,11/02/2019,products: EAI,pr8719,Accuvate initial work,Active,Blocked,"2,000",Stage 1
53535951,18/03/2019,products: SAP on Azure,pr8720,Achieve Storage,Active,In Progress,"12,000",Stage 2
82424111,03/06/2019,products: Infrastructure Migration,pr8721,Acceleration in Projects,Active,In Progress,"1,365",Stage 3
30707619,29/03/2019,products: SAP on Azure,pr8722,Acceleration in Projects,Inactive,In Progress,"1,365",Stage 1
27575845,30/06/2018,products: EAI,pr8723,Managed Service ,Active,In Progress,"3,000",Stage 1
23232162,03/12/2018,products: Infrastructure Migration,pr8724,phase rollout,Active,In Progress,"1,365",Stage 5
32222619,30/06/2019,products: Datacenter Migration,pr8725,phase projects,Active,In Progress,"2,000",Stage 3
18484845,30/01/2019,products: High Performance Compute,pr8726, Back Up And DR,Inactive,In Progress,"8,190",Stage 4
99292603,30/06/2019,products: Datacenter Migration,pr8727,phase of migration,Active,In Progress,"10,000",Stage 2
99696211,02/03/2018,products: Infrastructure Migration,pr8728,Access to All users,Inactive,In Progress,200,Stage 1
82525143,31/12/2018,products: Disaster Recovery,pr8729,Managed Disks,Active,In Progress,"11,100",Stage 0
9797210,30/04/2018,products: EAI,pr8730,Acceleration in Projects,-,-,100,Stage 0
6060882,24/09/2018,products: EAI,pr8731,Access to All users,Inactive,In Progress,100,Stage 4
97474133,29/06/2018,products: High Performance Compute,pr8732,Acceleration in Projects,Active,In Progress,"13,650",Stage 3
94545603,19/11/2018,products: High Performance Compute,pr8733,App Sprint,-,-,"50,000",Stage 1
86666127,30/11/2017,products: EAI,pr8734,phase rollout,Inactive,Completed,750,Stage 4
72828522,04/02/2019,products: EAI,pr8735,Access to All users,Active,Blocked,"50,000",Stage 2
89393970,31/03/2019,products: Datacenter Migration,pr8736,App Sprint,Inactive,In Progress,"6,825",Stage 3
30707522,30/04/2019,products: Networking apps,pr8737,Account setup,Active,In Progress,250,Stage 2
26565108,30/06/2019,products: High Performance Compute,pr8738,phase rollout,Inactive,In Progress,"5,460",Stage 0
82424185,31/07/2018,products: Disaster Recovery,pr8739,Achieve Storage,Active,Completed,"4,095",Stage 4
95353119,15/03/2018,products: EAI,pr8740,Acceleration in Projects,Active,In Progress,"1,000",Stage 4
32020127,26/04/2019,products: SAP on Azure,pr8741,default method for experimentation,Inactive,In Progress,"1,365",Stage 2
83030594,28/06/2019,products: EAI,pr8742,Acceleration in Projects,Inactive,In Progress,800,Stage 4
33232954,30/03/2020,products: High Performance Compute,pr8743,Phase of Data Migration,Active,In Progress,"5,000",Stage 0
88989184,31/03/2019,products: Infrastructure Migration,pr8744,Account setup,Active,In Progress,"1,000",Stage 3
30606604,25/03/2019,products: EAI,pr8745,Managed disks migration,Inactive,Completed,"3,500",Stage 3
25555521,31/03/2019,products: High Performance Compute,pr8746,default method for experimentation,Active,In Progress,"3,700",Stage 2
24343524,30/09/2019,products: Infrastructure Migration,pr8747, Back Up And DR,Inactive,In Progress,"1,365",Stage 5
78888604,31/10/2018,products: EAI,pr8748,respond to RFPA,Active,In Progress,"1,000",Stage 0
13737882,30/08/2018,products: EAI,pr8749,Managed Disk implementation,Active,In Progress,"5,000",Stage 1
38686957,28/02/2018,products: Infrastructure Migration,pr8750,Account setup,Active,In Progress,"7,500",Stage 4
31515815,01/12/2018,products: EAI,pr8751,Acceleration in Projects,Inactive,Completed,"50,000",Stage 3
38686957,31/12/2018,products: Infrastructure Migration,pr8752,Managed disks migration,Active,In Progress,"5,000",Stage 5
31515815,30/04/2018,products: Infrastructure Migration,pr8753,phase of migration,Inactive,In Progress,"1,500",Stage 0
72828522,30/06/2018,products: Disaster Recovery,pr8754,Access to All users,Active,In Progress,"3,000",Stage 2
54949520,30/03/2018,products: Azure Stack,pr8755,Managed Disks,Inactive,Blocked,100,Stage 4
12727521,30/06/2020,products: SAP on Azure,pr8756,Managed Instance,Active,In Progress,"150,000",Stage 2
48585111,28/02/2019,products: Datacenter Migration,pr8757,phase projects,Inactive,In Progress,"3,000",Stage 2
12727521,01/05/2019,products: EAI,pr8758,Manufacturing Images,Inactive,Completed,"13,000",Stage 3
60303594,30/04/2018,products: Disaster Recovery,pr8759,Managed Service ,Inactive,In Progress,150,Stage 4
47474119,11/05/2018,products: EAI,pr8760,Account set up,Active,In Progress,35,Stage 0
84848594,07/05/2018,products: EAI,pr8761,phase projects,Active,In Progress,"10,000",Stage 4
18888143,07/12/2018,products: Infrastructure Migration,pr8762,App Sprint,Inactive,Completed,"-68,250",Stage 1
36565815,31/05/2020,products: SAP on Azure,pr8763,App Migration,-,-,"68,250",Stage 2
38787160,28/02/2018,products: Infrastructure Migration,pr8764,Acceleration in Projects,-,-,670,Stage 3
78888604,28/02/2018,products: Disaster Recovery,pr8765,Acceleration in Projects,Inactive,In Progress,"10,000",Stage 1
89393970,01/05/2019,products: EAI,pr8766,phase of migration,Active,In Progress,"2,000",Stage 5
97474133,30/04/2019,products: Datacenter Migration,pr8767,phase projects,Active,In Progress,"5,000",Stage 4
55252101,03/05/2019,products: EAI,pr8768,phase projects,Active,In Progress,"-150,000",Stage 2
88989184,28/02/2019,products: Disaster Recovery,pr8769,Managed disks migration,Active,In Progress,"1,500",Stage 1
98888105,26/03/2019,products: Infrastructure Migration,pr8770,App production,Inactive,In Progress,"6,893",Stage 4
80707184,30/04/2017,products: Infrastructure Migration,pr8771,Managed Instance,-,-,"1,000",Stage 1
68181140,15/06/2018,products: EAI,pr8772,Manufacturing Images,Inactive,Completed,800,Stage 3
32929524,30/03/2018,products: Infrastructure Migration,pr8773,phase projects,Active,In Progress,"3,428",Stage 2
60303594,05/03/2019,products: Datacenter Migration,pr8774,Managed Disk implementation,-,-,500,Stage 2
54343604,01/09/2018,products: Infrastructure Migration,pr8775,Managed Disks,Active,In Progress,"20,000",Stage 4
30606604,29/05/2020,products: Infrastructure Migration,pr8776,Acceleration in Projects,-,-,"68,250",Stage 0
18888214,29/03/2019,products: Datacenter Migration,pr8777,Managed disks migration,Active,Blocked,"5,000",Stage 0
36565815,20/01/2019,products: Datacenter Migration,pr8778,App Sprint,Active,Completed,500,Stage 5
19191106,01/06/2019,products: Infrastructure Migration,pr8779,Client onboarding,Active,In Progress,"1,365",Stage 4
93939111,31/10/2019,products: EAI,pr8780,Account set up,Inactive,Completed,"20,475",Stage 5
8686522,01/10/2019,products: Disaster Recovery,pr8781,Achieve Storage,Active,In Progress,"3,000",Stage 4
69393112,31/12/2019,products: EAI,pr8782,Acceleration in Projects,Inactive,Completed,"5,000",Stage 2
79797604,27/12/2019,products: Infrastructure Migration,pr8783,Managed Disks,-,-,"25,000",Stage 1
84949133,31/08/2018,products: Networking apps,pr8784,default method for experimentation,Active,In Progress,"1,000",Stage 3
77272172,01/09/2018,products: Disaster Recovery,pr8785,Managed Disks,Active,In Progress,"4,095",Stage 4
92424523,02/09/2019,products: EAI,pr8786,Managed Instance,Active,In Progress,"3,000",Stage 3
72424520,30/10/2019,products: Disaster Recovery,pr8787,Managed Disks,Inactive,In Progress,"3,000",Stage 2
97171523,30/05/2018,products: EAI,pr8788,default method for experimentation,Active,In Progress,410,Stage 4
41313520,26/06/2018,products: Infrastructure Migration,pr8789,Acceleration Transfer,Active,In Progress,"5,000",Stage 2
68181520,30/04/2018,products: EAI,pr8790,Managed disks migration,Active,In Progress,"1,500",Stage 1
47878124,30/09/2018,products: Infrastructure Migration,pr8791,Achieve Storage,Inactive,Completed,"2,730",Stage 5
76363102,31/08/2018,products: EAI,pr8792,Access to All users,Inactive,Completed,"1,320",Stage 1
57373109,05/12/2017,products: Disaster Recovery,pr8793,Managed Instance,Active,In Progress,341,Stage 5
42525961,01/11/2017,products: Disaster Recovery,pr8794,Access to All users,Inactive,In Progress,100,Stage 2
8686522,01/02/2020,products: Datacenter Migration,pr8795, Back Up And DR,-,-,"5,000",Stage 5
98989211,28/06/2019,products: Infrastructure Migration,pr8796,phase of migration,Inactive,Completed,"6,825",Stage 4
68181132,23/05/2018,products: EAI,pr8797,Access to All users,Active,Completed,"2,269",Stage 3
98888105,31/03/2018,products: Disaster Recovery,pr8798,Managed Disks,Inactive,Completed,"1,000",Stage 5
70404143,05/08/2019,products: Datacenter Migration,pr8799,Access to All users,Inactive,In Progress,500,Stage 5
47272619,02/06/2019,products: Infrastructure Migration,pr8800,Acceleration in Projects,Active,In Progress,"10,000",Stage 4
32121521,29/04/2019,products: Datacenter Migration,pr8801,Managed disks migration,Active,In Progress,"5,000",Stage 1
4545136,10/05/2019,products: Datacenter Migration,pr8802,phase rollout,Inactive,Completed,"2,100",Stage 5
66363165,22/04/2019,products: SAP on Azure,pr8803,phase projects,Active,In Progress,"5,000",Stage 5
46464521,15/04/2019,products: EAI,pr8804,Managed Service ,Inactive,Completed,"1,500",Stage 2
19292522,27/09/2019,products: SAP on Azure,pr8805,Acceleration in Projects,Active,In Progress,"5,000",Stage 2
26565108,31/03/2019,products: Infrastructure Migration,pr8806,App Migration,Inactive,Completed,"16,380",Stage 3
99595119,31/12/2017,products: Infrastructure Migration,pr8807,Managed Service ,Active,In Progress,"10,000",Stage 2
72626521,28/02/2020,products: Infrastructure Migration,pr8808,Achieve Storage,Active,Completed,"23,125",Stage 0
85555153,15/06/2018,products: EAI,pr8809,Acceleration Transfer,Active,Completed,800,Stage 1
70202603,08/11/2017,products: EAI,pr8810,Account setup,Active,In Progress,"2,730",Stage 1
19191106,31/07/2019,products: High Performance Compute,pr8811,phase of migration,Active,In Progress,"7,000",Stage 0
25555521,30/06/2019,products: EAI,pr8812,App Sprint,Active,In Progress,"10,000",Stage 3
28282143,07/01/2019,products: Networking apps,pr8813, Back Up And DR,Active,Completed,"27,300",Stage 2
70404143,12/09/2018,products: EAI,pr8814,Acceleration Transfer,Inactive,In Progress,"1,000",Stage 1
72828522,30/05/2018,products: Infrastructure Migration,pr8815,Acceleration Transfer,Active,In Progress,"-1,365",Stage 0
55858521,31/05/2018,products: Disaster Recovery,pr8816,Access to All users,Inactive,Completed,"5,000",Stage 5
18080184,31/12/2018,products: Infrastructure Migration,pr8817,respond to RFPA,Active,Blocked,"1,000",Stage 5
41313520,26/04/2019,products: EAI,pr8818,Managed Service ,Active,In Progress,"80,000",Stage 0
18484129,28/03/2019,products: EAI,pr8819,phase of migration,Active,In Progress,"12,070",Stage 0
99393521,20/02/2019,products: Networking apps,pr8820,Managed Disk implementation,Active,In Progress,"1,911",Stage 3
62222129,31/10/2018,products: EAI,pr8821,Accuvate initial work,Active,In Progress,"6,825",Stage 2
99696211,30/06/2018,products: Disaster Recovery,pr8822,Managed disks migration,Active,In Progress,"3,178",Stage 5
85555153,28/02/2018,products: Infrastructure Migration,pr8823,Achieve Storage,Inactive,Completed,"1,000",Stage 2
97979881,31/05/2019,products: Infrastructure Migration,pr8824,Acceleration in Projects,Inactive,Completed,"13,650",Stage 4
37878521,09/02/2018,products: EAI,pr8825,default method for experimentation,Active,In Progress,"2,400",Stage 0
58585974,28/02/2018,products: Disaster Recovery,pr8826,Accuvate initial work,Active,In Progress,"1,000",Stage 1
61919160,30/11/2017,products: Infrastructure Migration,pr8827,respond to RFPA,Inactive,In Progress,"1,000",Stage 1
35959619,30/06/2018,products: EAI,pr8828,Managed Disk implementation,Active,In Progress,"2,797",Stage 3
74848132,13/01/2018,products: EAI,pr8829,Manufacturing Images,Inactive,Completed,500,Stage 3
98888105,31/12/2018,products: Infrastructure Migration,pr8830,Accuvate initial work,Active,In Progress,"5,000",Stage 2
56666156,28/06/2019,products: EAI,pr8831,Accuvate initial work,Active,In Progress,"30,000",Stage 0
63636160,27/05/2019,products: SAP on Azure,pr8832,Client onboarding,Active,In Progress,"20,475",Stage 1
80707184,30/05/2019,products: Datacenter Migration,pr8833,default method for experimentation,Inactive,In Progress,"12,285",Stage 1
46363184,07/03/2018,products: EAI,pr8834,Acceleration in Projects,Active,In Progress,"1,000",Stage 4
83737153,31/05/2018,products: Azure Stack,pr8835,Managed Service ,Inactive,In Progress,200,Stage 4
54949520,01/07/2019,products: Infrastructure Migration,pr8836,Account set up,Active,In Progress,"27,300",Stage 0
76363102,25/06/2018,products: Infrastructure Migration,pr8837,Phase of Data Migration,Active,In Progress,"1,003",Stage 1
30606604,30/04/2019,products: EAI,pr8838,App Sprint,-,-,"3,000",Stage 2
69898614,27/09/2017,products: EAI,pr8839,phase of migration,Active,Completed,"3,733",Stage 5
88989184,30/03/2018,products: Azure Stack,pr8840,Acceleration in Projects,Inactive,In Progress,100,Stage 1
93939108,01/04/2018,products: Disaster Recovery,pr8841,phase projects,Inactive,Blocked,"20,475",Stage 1
61414132,31/05/2019,products: EAI,pr8842,respond to RFPA,Active,In Progress,"20,475",Stage 4
66666157,17/01/2019,products: Infrastructure Migration,pr8843,respond to RFPA,Active,In Progress,"3,413",Stage 0
75252392,31/10/2018,products: Networking apps,pr8844,Manufacturing Images,Active,In Progress,"1,365",Stage 5
89393119,10/01/2018,products: EAI,pr8845,default method for experimentation,-,-,"6,197",Stage 3
70202603,11/02/2019,products: EAI,pr8846,App Sprint,Active,Completed,"1,000",Stage 3
78787111,17/01/2019,products: Infrastructure Migration,pr8847,Account set up,Inactive,In Progress,683,Stage 2
71616520,30/08/2019,products: Datacenter Migration,pr8848, Back Up And DR,Inactive,Completed,"3,500",Stage 1
35959619,01/01/2019,products: Infrastructure Migration,pr8849,respond to RFPA,Inactive,In Progress,"2,000",Stage 3
98181100,12/12/2017,products: EAI,pr8850,phase of migration,Active,Blocked,"6,422",Stage 0
82424132,06/02/2019,products: Azure Stack,pr8851,Acceleration in Projects,Active,In Progress,"1,435",Stage 2
99696211,20/12/2017,products: EAI,pr8852,phase projects,Active,Completed,"-50,000",Stage 5
84848124,30/11/2018,products: Datacenter Migration,pr8853,Account set up,Active,In Progress,"-2,048",Stage 1
52626521,26/04/2019,products: Networking apps,pr8854,Acceleration in Projects,Active,In Progress,"1,000",Stage 3
54949520,24/05/2018,products: Infrastructure Migration,pr8855,ACT Premium enabled,Inactive,In Progress,"1,365",Stage 2
6464845,10/01/2019,products: Datacenter Migration,pr8856,respond to RFPA,Active,In Progress,"13,233",Stage 0
96565604,30/11/2017,products: EAI,pr8857,phase of migration,Active,In Progress,850,Stage 5
45555157,31/12/2018,products: Infrastructure Migration,pr8858,default method for experimentation,Active,In Progress,"6,825",Stage 3
61717522,30/04/2018,products: EAI,pr8859,Acceleration Transfer,Active,In Progress,100,Stage 3
82121111,29/03/2019,products: Infrastructure Migration,pr8860,Manufacturing Images,Inactive,In Progress,"13,650",Stage 3
30606604,29/12/2017,products: SAP on Azure,pr8861,phase of migration,Inactive,In Progress,"3,000",Stage 0
20909845,01/08/2018,products: Infrastructure Migration,pr8862,respond to RFPA,Active,Blocked,"1,500",Stage 3
85555153,20/09/2018,products: Disaster Recovery,pr8863,App Sprint,Inactive,Completed,"1,276",Stage 1
62323967,30/04/2018,products: EAI,pr8864,Client onboarding,Active,In Progress,100,Stage 4
28686156,31/12/2018,products: Infrastructure Migration,pr8865,Access to All users,Active,In Progress,"1,000",Stage 5
55252101,28/02/2019,products: EAI,pr8866,phase of migration,Inactive,Completed,"10,000",Stage 5
39595961,31/03/2019,products: Infrastructure Migration,pr8867,Managed Disk implementation,Inactive,In Progress,"5,000",Stage 0
54747520,29/05/2020,products: Infrastructure Migration,pr8868,Account set up,Active,In Progress,"5,000",Stage 3
12727521,31/08/2018,products: Datacenter Migration,pr8869,Managed Disk implementation,Inactive,Completed,"1,000",Stage 4
83232144,29/03/2019,products: Infrastructure Migration,pr8870,Managed Instance,Inactive,Completed,"13,650",Stage 1
16767845,31/01/2019,products: Infrastructure Migration,pr8871,Acceleration Transfer,Active,Blocked,"3,186",Stage 0
50909134,20/03/2019,products: Datacenter Migration,pr8872,respond to RFPA,Active,In Progress,500,Stage 5
38686957,14/02/2019,products: EAI,pr8873,default method for experimentation,Inactive,In Progress,"5,000",Stage 5
30707619,19/04/2019,products: Datacenter Migration,pr8874,App Sprint,Active,In Progress,"5,000",Stage 4
54949520,26/11/2018,products: Infrastructure Migration,pr8875,phase rollout,Inactive,In Progress,683,Stage 2
95656127,28/02/2019,products: EAI,pr8876,App production,Inactive,Completed,"6,825",Stage 3
68484165,28/06/2019,products: EAI,pr8877,Acceleration Transfer,-,-,800,Stage 2
90606141,15/05/2019,products: Infrastructure Migration,pr8878,Managed Service ,Active,In Progress,"10,000",Stage 5
91111105,30/12/2019,products: Datacenter Migration,pr8879,Client onboarding,Active,Completed,"13,650",Stage 1
23232619,30/04/2018,products: Disaster Recovery,pr8880,Acceleration in Projects,Active,In Progress,"1,000",Stage 3
22525968,30/09/2018,products: High Performance Compute,pr8881,Acceleration Transfer,Active,In Progress,"5,000",Stage 1
2424100,09/03/2018,products: EAI,pr8882,Client onboarding,Active,In Progress,"1,000",Stage 0
66363165,29/06/2018,products: Networking apps,pr8883,Managed Disks,Active,In Progress,"2,000",Stage 2
12727521,30/04/2019,products: Datacenter Migration,pr8884,respond to RFPA,Inactive,Blocked,"24,000",Stage 5
91616106,06/03/2019,products: Datacenter Migration,pr8885,Accuvate initial work,Inactive,In Progress,"10,920",Stage 4
18484845,30/03/2018,products: EAI,pr8886,phase projects,Active,In Progress,"1,000",Stage 1
67676520,17/01/2020,products: Networking apps,pr8887,Account setup,Active,In Progress,"20,000",Stage 3
61010101,31/10/2017,products: Infrastructure Migration,pr8888,phase projects,Inactive,Completed,"3,217",Stage 0
55252101,30/11/2018,products: SAP on Azure,pr8889,App Sprint,Active,In Progress,"10,000",Stage 5
70202603,21/12/2018,products: EAI,pr8890,App Migration,Inactive,In Progress,"2,378",Stage 5
68888109,31/12/2018,products: Infrastructure Migration,pr8891,phase projects,Active,In Progress,"5,000",Stage 4
97878594,31/10/2017,products: Infrastructure Migration,pr8892,Managed Instance,Inactive,In Progress,500,Stage 2
12727521,25/04/2019,products: Networking apps,pr8893,phase projects,Inactive,In Progress,"2,500",Stage 0
32626963,31/01/2020,products: EAI,pr8894,ACT Premium enabled,Inactive,In Progress,"10,238",Stage 4
93939111,06/10/2019,products: Datacenter Migration,pr8895,Accuvate initial work,Active,In Progress,"100,000",Stage 3
8686522,01/10/2019,products: Infrastructure Migration,pr8896,ACT Premium enabled,Active,In Progress,"5,000",Stage 5
69393112,28/02/2018,products: Infrastructure Migration,pr8897,Managed Disk implementation,Active,In Progress,"5,460",Stage 1
75858109,17/07/2019,products: Infrastructure Migration,pr8898,Account setup,Active,In Progress,"1,092",Stage 1
9797210,01/05/2018,products: EAI,pr8899,Achieve Storage,Active,In Progress,"2,048",Stage 5
68181140,11/01/2019,products: EAI,pr8900,Managed Instance,Inactive,Completed,"11,890",Stage 2
53333960,31/01/2019,products: Infrastructure Migration,pr8901, Back Up And DR,Active,Completed,"2,730",Stage 4
53333960,15/05/2018,products: EAI,pr8902,Client onboarding,Active,In Progress,"10,000",Stage 1
98585975,16/04/2019,products: EAI,pr8903,Acceleration in Projects,Active,In Progress,"5,000",Stage 5
43838604,31/07/2019,products: SAP on Azure,pr8904,Accuvate initial work,Active,In Progress,"6,825",Stage 5
1010124,06/02/2018,products: Azure Stack,pr8905,phase rollout,Inactive,Completed,"1,000",Stage 0
80303521,03/11/2019,products: Infrastructure Migration,pr8906,App Migration,Active,In Progress,"20,000",Stage 1
63131124,15/06/2018,products: EAI,pr8907,phase of migration,Active,In Progress,800,Stage 1
67777212,28/11/2019,products: Datacenter Migration,pr8908,Manufacturing Images,Active,In Progress,"10,000",Stage 1
72020165,31/08/2018,products: Infrastructure Migration,pr8909,Managed disks migration,Active,In Progress,683,Stage 0
54949520,01/01/2019,products: Datacenter Migration,pr8910,App production,Active,In Progress,"1,000",Stage 0
27575845,01/06/2019,products: Infrastructure Migration,pr8911,Client onboarding,Active,In Progress,"2,500",Stage 0
34949522,30/07/2020,products: Datacenter Migration,pr8912,ACT Premium enabled,Inactive,In Progress,"68,250",Stage 5
30606604,30/11/2018,products: Disaster Recovery,pr8913,Accuvate initial work,Active,In Progress,500,Stage 0
32222619,31/07/2019,products: Datacenter Migration,pr8914,phase projects,Inactive,In Progress,"5,000",Stage 3
99696211,31/03/2019,products: EAI,pr8915, Back Up And DR,Active,In Progress,"15,000",Stage 4
18484845,30/04/2019,products: Infrastructure Migration,pr8916,Managed Disk implementation,Active,Blocked,"11,513",Stage 0
12727521,31/03/2020,products: Datacenter Migration,pr8917,Acceleration Transfer,Active,In Progress,"80,000",Stage 3
15959132,30/11/2018,products: EAI,pr8918,App production,Inactive,Blocked,"2,500",Stage 0
76161956,05/04/2019,products: Datacenter Migration,pr8919,Managed Instance,Active,Completed,"1,365",Stage 0
73737106,29/06/2018,products: Infrastructure Migration,pr8920,Client onboarding,Active,In Progress,683,Stage 3
39898184,31/03/2019,products: EAI,pr8921,Managed Instance,Inactive,Completed,"5,460",Stage 2
27575845,14/05/2019,products: Datacenter Migration,pr8922,Access to All users,Active,In Progress,"3,000",Stage 3
55252101,29/03/2019,products: EAI,pr8923,default method for experimentation,Active,In Progress,"15,000",Stage 1
60303594,14/02/2018,products: EAI,pr8924,Acceleration Transfer,Active,Blocked,"8,515",Stage 3
30606604,29/06/2018,products: Datacenter Migration,pr8925,Achieve Storage,-,-,"2,730",Stage 2
46868521,10/05/2019,products: EAI,pr8926, Back Up And DR,Active,In Progress,"10,000",Stage 2
95555108,28/02/2018,products: EAI,pr8927,Acceleration Transfer,Active,In Progress,"4,000",Stage 1
75858109,29/06/2018,products: Infrastructure Migration,pr8928,Acceleration in Projects,Active,In Progress,"2,000",Stage 3
61919160,20/06/2018,products: EAI,pr8929,App Sprint,Active,In Progress,"11,450",Stage 5
82424185,01/04/2018,products: Disaster Recovery,pr8930,Managed Disk implementation,Active,In Progress,"1,500",Stage 4
27575845,13/10/2019,products: EAI,pr8931,ACT Premium enabled,Active,In Progress,"4,000",Stage 2
87373132,30/04/2019,products: Infrastructure Migration,pr8932,App Sprint,Inactive,In Progress,"10,000",Stage 4
61414132,30/03/2018,products: EAI,pr8933,Client onboarding,Active,In Progress,"1,500",Stage 0
30606604,31/01/2020,products: Infrastructure Migration,pr8934,Managed Instance,Active,Completed,"68,250",Stage 4
99191119,26/06/2019,products: Datacenter Migration,pr8935,Manufacturing Images,-,-,"5,000",Stage 3
82424132,30/06/2018,products: Disaster Recovery,pr8936,Accuvate initial work,Active,In Progress,"1,092",Stage 4
35757522,30/04/2018,products: EAI,pr8937,Account setup,Active,In Progress,100,Stage 0
41515165,31/01/2019,products: Networking apps,pr8938,Account setup,Active,In Progress,500,Stage 5
