Store Number,Service_Comp_Group,Fiscal_Month,Target
08484111,Support,"February, 2019",1170
08484111,Support,"March, 2019",1320
08484111,Support,"April, 2019",1315
08484111,Support,"May, 2019",1460
08484111,Support,"June, 2019",1583
08484111,Products,"July, 2018",5238
08484111,Products,"August, 2018",5765
08484111,Products,"September, 2018",5933
08484111,Products,"October, 2018",6500
08484111,Products,"November, 2018",6660
08484111,Products,"December, 2018",7277
08484111,Products,"January, 2019",7560
08484111,Products,"February, 2019",7397
08484111,Products,"March, 2019",8347
08484111,Products,"April, 2019",8313
08484111,Products,"May, 2019",9226
08484111,Products,"June, 2019",10008
08686141,Services,"July, 2018",216
08686141,Services,"August, 2018",234
08686141,Services,"September, 2018",247
08686141,Services,"October, 2018",279
08686141,Services,"November, 2018",297
08686141,Services,"December, 2018",337
08686141,Services,"January, 2019",371
08686141,Services,"February, 2019",368
08686141,Services,"March, 2019",449
08686141,Services,"April, 2019",478
08686141,Services,"May, 2019",544
08686141,Services,"June, 2019",580
08686141,Support,"July, 2018",198
08686141,Support,"August, 2018",226
08686141,Support,"September, 2018",231
08686141,Support,"October, 2018",262
08686141,Support,"November, 2018",267
08686141,Support,"December, 2018",301
08686141,Support,"January, 2019",313
08686141,Support,"February, 2019",298
08686141,Support,"March, 2019",353
08686141,Support,"April, 2019",345
08686141,Support,"May, 2019",398
08686141,Support,"June, 2019",442
08686141,Products,"July, 2018",129920
08686141,Products,"August, 2018",148336
08686141,Products,"September, 2018",151913
08686141,Products,"October, 2018",171977
08686141,Products,"November, 2018",175211
08686141,Products,"December, 2018",197304
08686141,Products,"January, 2019",205642
08686141,Products,"February, 2019",195528
08686141,Products,"March, 2019",231386
08686141,Products,"April, 2019",226628
08686141,Products,"May, 2019",260949
08686141,Products,"June, 2019",289825
08686522,Services,"July, 2018",105193
08686522,Services,"August, 2018",112316
08686522,Services,"September, 2018",116544
08686522,Services,"October, 2018",129400
08686522,Services,"November, 2018",134698
08686522,Services,"December, 2018",149811
08686522,Services,"January, 2019",161315
08686522,Services,"February, 2019",156895
08686522,Services,"March, 2019",187048
08686522,Services,"April, 2019",194921
08686522,Services,"May, 2019",216895
08686522,Services,"June, 2019",226030
08686522,Support,"July, 2018",46578
08686522,Support,"August, 2018",53176
08686522,Support,"September, 2018",54461
08686522,Support,"October, 2018",61654
08686522,Support,"November, 2018",62818
08686522,Support,"December, 2018",70740
08686522,Support,"January, 2019",73736
08686522,Support,"February, 2019",70115
08686522,Support,"March, 2019",82979
08686522,Support,"April, 2019",70934
08686522,Support,"May, 2019",81674
08686522,Support,"June, 2019",90704
08686522,Products,"July, 2018",410343
08686522,Products,"August, 2018",476243
08686522,Products,"September, 2018",486236
08686522,Products,"October, 2018",552993
08686522,Products,"November, 2018",560577
08686522,Products,"December, 2018",633145
08686522,Products,"January, 2019",654805
08686522,Products,"February, 2019",619152
08686522,Products,"March, 2019",731369
08686522,Products,"April, 2019",614229
08686522,Products,"May, 2019",713803
08686522,Products,"June, 2019",805663
09191882,Services,"July, 2018",297
09191882,Services,"August, 2018",317
09191882,Services,"September, 2018",329
09191882,Services,"October, 2018",365
09191882,Services,"November, 2018",380
09191882,Services,"December, 2018",422
09191882,Services,"January, 2019",455
09191882,Services,"February, 2019",442
09191882,Services,"March, 2019",527
09191882,Services,"April, 2019",550
09191882,Services,"May, 2019",612
09191882,Services,"June, 2019",637
09191882,Support,"July, 2018",298
09191882,Support,"August, 2018",340
09191882,Support,"September, 2018",348
09191882,Support,"October, 2018",394
09191882,Support,"November, 2018",402
09191882,Support,"December, 2018",452
09191882,Support,"January, 2019",471
09191882,Support,"February, 2019",448
09191882,Support,"March, 2019",531
09191882,Support,"April, 2019",520
09191882,Support,"May, 2019",598
09191882,Support,"June, 2019",665
09191882,Products,"July, 2018",8326
09191882,Products,"August, 2018",9527
09191882,Products,"September, 2018",9753
09191882,Products,"October, 2018",11048
09191882,Products,"November, 2018",11249
09191882,Products,"December, 2018",12673
09191882,Products,"January, 2019",13195
09191882,Products,"February, 2019",12537
09191882,Products,"March, 2019",14833
09191882,Products,"April, 2019",14498
09191882,Products,"May, 2019",16714
09191882,Products,"June, 2019",18604
09797210,Services,"July, 2018",295
09797210,Services,"August, 2018",315
09797210,Services,"September, 2018",326
09797210,Services,"October, 2018",362
09797210,Services,"November, 2018",377
09797210,Services,"December, 2018",419
09797210,Services,"January, 2019",452
09797210,Services,"February, 2019",439
09797210,Services,"March, 2019",524
09797210,Services,"April, 2019",546
09797210,Services,"May, 2019",607
09797210,Services,"June, 2019",633
09797210,Support,"July, 2018",296
09797210,Support,"August, 2018",338
09797210,Support,"September, 2018",346
09797210,Support,"October, 2018",392
09797210,Support,"November, 2018",399
09797210,Support,"December, 2018",449
09797210,Support,"January, 2019",468
09797210,Support,"February, 2019",445
09797210,Support,"March, 2019",527
09797210,Support,"April, 2019",516
09797210,Support,"May, 2019",594
09797210,Support,"June, 2019",660
09797210,Products,"July, 2018",25687
09797210,Products,"August, 2018",29347
09797210,Products,"September, 2018",30052
09797210,Products,"October, 2018",34028
09797210,Products,"November, 2018",34662
09797210,Products,"December, 2018",39039
09797210,Products,"January, 2019",40678
09797210,Products,"February, 2019",38671
09797210,Products,"March, 2019",45761
09797210,Products,"April, 2019",44795
09797210,Products,"May, 2019",51599
09797210,Products,"June, 2019",57346
10101100,Services,"July, 2018",404
10101100,Services,"August, 2018",437
10101100,Services,"September, 2018",462
10101100,Services,"October, 2018",523
10101100,Services,"November, 2018",555
10101100,Services,"December, 2018",631
10101100,Services,"January, 2019",694
10101100,Services,"February, 2019",690
10101100,Services,"March, 2019",840
10101100,Services,"April, 2019",895
10101100,Services,"May, 2019",1018
10101100,Services,"June, 2019",1085
10101100,Support,"July, 2018",2548
10101100,Support,"August, 2018",2908
10101100,Support,"September, 2018",2979
10101100,Support,"October, 2018",3372
10101100,Support,"November, 2018",3436
10101100,Support,"December, 2018",3869
10101100,Support,"January, 2019",4033
10101100,Support,"February, 2019",3835
10101100,Support,"March, 2019",4538
10101100,Support,"April, 2019",4446
10101100,Support,"May, 2019",5119
10101100,Support,"June, 2019",5685
10101100,Products,"July, 2018",383
10101100,Products,"August, 2018",461
10101100,Products,"September, 2018",459
10101100,Products,"October, 2018",519
10101100,Products,"November, 2018",506
10101100,Products,"December, 2018",565
10101100,Products,"January, 2019",552
10101100,Products,"February, 2019",495
10101100,Products,"March, 2019",562
10101100,Products,"April, 2019",478
10101100,Products,"May, 2019",563
10101100,Products,"June, 2019",672
10808940,Services,"July, 2018",272
10808940,Services,"August, 2018",294
10808940,Services,"September, 2018",310
10808940,Services,"October, 2018",351
10808940,Services,"November, 2018",373
10808940,Services,"December, 2018",424
10808940,Services,"January, 2019",466
10808940,Services,"February, 2019",463
10808940,Services,"March, 2019",565
10808940,Services,"April, 2019",601
10808940,Services,"May, 2019",684
10808940,Services,"June, 2019",729
10808940,Support,"July, 2018",242
10808940,Support,"August, 2018",276
10808940,Support,"September, 2018",283
10808940,Support,"October, 2018",320
10808940,Support,"November, 2018",326
10808940,Support,"December, 2018",367
10808940,Support,"January, 2019",383
10808940,Support,"February, 2019",364
10808940,Support,"March, 2019",431
10808940,Support,"April, 2019",422
10808940,Support,"May, 2019",486
10808940,Support,"June, 2019",540
10808940,Products,"July, 2018",1146
10808940,Products,"August, 2018",1324
10808940,Products,"September, 2018",1347
10808940,Products,"October, 2018",1525
10808940,Products,"November, 2018",1539
10808940,Products,"December, 2018",1729
10808940,Products,"January, 2019",1778
10808940,Products,"February, 2019",1670
10808940,Products,"March, 2019",1961
10808940,Products,"April, 2019",1872
10808940,Products,"May, 2019",2164
10808940,Products,"June, 2019",2434
10808965,Services,"July, 2018",383
10808965,Services,"August, 2018",414
10808965,Services,"September, 2018",437
10808965,Services,"October, 2018",495
10808965,Services,"November, 2018",525
10808965,Services,"December, 2018",597
10808965,Services,"January, 2019",657
10808965,Services,"February, 2019",653
10808965,Services,"March, 2019",795
10808965,Services,"April, 2019",847
10808965,Services,"May, 2019",964
10808965,Services,"June, 2019",1027
10808965,Support,"July, 2018",1294
10808965,Support,"August, 2018",1477
10808965,Support,"September, 2018",1513
10808965,Support,"October, 2018",1712
10808965,Support,"November, 2018",1745
10808965,Support,"December, 2018",1965
10808965,Support,"January, 2019",2048
10808965,Support,"February, 2019",1947
10808965,Support,"March, 2019",2305
10808965,Support,"April, 2019",2258
10808965,Support,"May, 2019",2600
10808965,Support,"June, 2019",2887
10808965,Products,"July, 2018",2488
10808965,Products,"August, 2018",2864
10808965,Products,"September, 2018",2920
10808965,Products,"October, 2018",3306
10808965,Products,"November, 2018",3347
10808965,Products,"December, 2018",3763
10808965,Products,"January, 2019",3888
10808965,Products,"February, 2019",3669
10808965,Products,"March, 2019",4319
10808965,Products,"April, 2019",4163
10808965,Products,"May, 2019",4805
10808965,Products,"June, 2019",5380
11010953,Services,"July, 2018",297
11010953,Services,"August, 2018",317
11010953,Services,"September, 2018",329
11010953,Services,"October, 2018",365
11010953,Services,"November, 2018",380
11010953,Services,"December, 2018",422
11010953,Services,"January, 2019",455
11010953,Services,"February, 2019",442
11010953,Services,"March, 2019",527
11010953,Services,"April, 2019",550
11010953,Services,"May, 2019",612
11010953,Services,"June, 2019",637
11010953,Support,"July, 2018",298
11010953,Support,"August, 2018",340
11010953,Support,"September, 2018",348
11010953,Support,"October, 2018",394
11010953,Support,"November, 2018",402
11010953,Support,"December, 2018",452
11010953,Support,"January, 2019",471
11010953,Support,"February, 2019",448
11010953,Support,"March, 2019",531
11010953,Support,"April, 2019",520
11010953,Support,"May, 2019",598
11010953,Support,"June, 2019",665
11010953,Products,"July, 2018",1476
11010953,Products,"August, 2018",1707
11010953,Products,"September, 2018",1744
11010953,Products,"October, 2018",1982
11010953,Products,"November, 2018",2011
11010953,Products,"December, 2018",2270
11010953,Products,"January, 2019",2352
11010953,Products,"February, 2019",2226
11010953,Products,"March, 2019",2631
11010953,Products,"April, 2019",2544
11010953,Products,"May, 2019",2951
11010953,Products,"June, 2019",3319
11616134,Services,"July, 2018",2469
11616134,Services,"August, 2018",2670
11616134,Services,"September, 2018",2819
11616134,Services,"October, 2018",3191
11616134,Services,"November, 2018",3390
11616134,Services,"December, 2018",3850
11616134,Services,"January, 2019",4237
11616134,Services,"February, 2019",4211
11616134,Services,"March, 2019",5131
11616134,Services,"April, 2019",5465
11616134,Services,"May, 2019",6217
11616134,Services,"June, 2019",6623
11616134,Support,"July, 2018",377
11616134,Support,"August, 2018",430
11616134,Support,"September, 2018",441
11616134,Support,"October, 2018",499
11616134,Support,"November, 2018",508
11616134,Support,"December, 2018",572
11616134,Support,"January, 2019",597
11616134,Support,"February, 2019",567
11616134,Support,"March, 2019",671
11616134,Support,"April, 2019",658
11616134,Support,"May, 2019",757
11616134,Support,"June, 2019",841
11616134,Products,"July, 2018",5978
11616134,Products,"August, 2018",6974
11616134,Products,"September, 2018",7058
11616134,Products,"October, 2018",7991
11616134,Products,"November, 2018",8003
11616134,Products,"December, 2018",8979
11616134,Products,"January, 2019",9136
11616134,Products,"February, 2019",8505
11616134,Products,"March, 2019",9918
11616134,Products,"April, 2019",9277
11616134,Products,"May, 2019",10758
11616134,Products,"June, 2019",12228
12020213,Services,"July, 2018",17
12020213,Services,"August, 2018",15
12020213,Services,"September, 2018",13
12020213,Services,"October, 2018",12
12020213,Services,"November, 2018",10
12020213,Services,"December, 2018",9
12020213,Services,"January, 2019",8
12020213,Services,"February, 2019",7
12020213,Services,"March, 2019",7
12020213,Services,"April, 2019",6
12020213,Services,"May, 2019",5
12020213,Services,"June, 2019",4
12020213,Support,"July, 2018",2
12020213,Support,"August, 2018",3
12020213,Support,"September, 2018",4
12020213,Support,"October, 2018",5
12020213,Support,"November, 2018",5
12020213,Support,"December, 2018",6
12020213,Support,"January, 2019",6
12020213,Support,"February, 2019",6
12020213,Support,"March, 2019",7
12020213,Support,"April, 2019",8
12020213,Support,"May, 2019",9
12020213,Support,"June, 2019",9
12020213,Products,"July, 2018",11
