Cust_Id,Age,Gender,OwnHome,Married,Location,Salary,Children,History,Catalogs,AmountSpent
494,Middle,Male,Own,Married,Close,96500,0,High,24,3780
434,Middle,Female,Rent,Married,Close,63500,1,Medium,18,1023
832,Middle,Male,Rent,Single,Close,60400,1,Medium,6,791
575,Middle,Male,Own,Married,Close,102700,3,NA,12,1473
108,Middle,Male,Own,Married,Close,100100,2,NA,6,1597
942,Middle,Male,Rent,Single,Close,54400,0,Medium,6,1150
337,Middle,Male,Rent,Married,Close,105600,3,Low,6,304
1291,Old,Female,Own,Married,Far,57900,0,High,12,1693
126,Young,Male,Own,Single,Close,31500,3,Low,18,269
142,Middle,Female,Rent,Married,Far,60100,1,High,18,1430
1094,Middle,Male,Rent,Married,Close,87400,2,NA,18,2729
264,Middle,Male,Own,Married,Close,117900,0,High,6,1760
421,Middle,Male,Own,Single,Close,48800,1,Medium,24,1271
119,Middle,Female,Own,Married,Close,67900,3,Low,12,356
598,Old,Male,Rent,Married,Far,66200,0,NA,6,1024
44,Middle,Male,Rent,Married,Close,88000,2,Medium,6,524
486,Middle,Male,Rent,Married,Close,94200,1,High,18,1211
148,Young,Female,Rent,Single,Close,29200,3,NA,6,636
1247,Young,Male,Rent,Single,Far,15300,0,Low,24,645
1170,Young,Male,Rent,Single,Far,17500,0,Low,18,472
1286,Old,Male,Own,Married,Close,168800,0,High,6,1512
168,Middle,Male,Rent,Single,Far,40200,0,High,18,1634
70,Young,Male,Rent,Single,Close,28400,3,Low,18,182
49,Middle,Male,Rent,Married,Far,72200,3,Medium,18,1042
1052,Middle,Female,Own,Single,Far,55200,0,High,18,1714
1059,Middle,Female,Rent,Single,Close,44600,0,Medium,18,966
1063,Middle,Male,Own,Single,Close,58400,0,Medium,12,829
775,Middle,Female,Own,Single,Close,67800,1,Medium,6,680
610,Old,Female,Own,Single,Close,25500,0,Low,18,636
516,Young,Female,Rent,Single,Far,20000,3,Low,6,182
298,Middle,Male,Rent,Single,Far,52600,1,NA,18,1773
984,Middle,Male,Rent,Married,Far,97600,1,NA,12,2902
591,Old,Male,Own,Married,Close,23400,0,Low,6,348
871,Middle,Female,Own,Married,Close,102500,3,Low,12,548
711,Middle,Female,Own,Married,Far,52300,1,High,18,2034
1211,Middle,Male,Rent,Single,Far,65400,0,High,12,2296
319,Young,Male,Rent,Single,Close,19600,0,Low,12,395
67,Old,Male,Own,Married,Far,37000,0,Medium,12,850
1251,Young,Female,Rent,Single,Far,13200,0,NA,18,512
513,Middle,Male,Rent,Single,Close,63800,1,Medium,24,1622
1052,Old,Female,Rent,Single,Far,22600,0,NA,12,865
63,Old,Female,Own,Single,Close,37300,0,Medium,6,673
1108,Young,Male,Rent,Single,Far,14900,1,NA,12,422
349,Middle,Female,Own,Single,Close,36700,1,NA,6,529
623,Middle,Male,Own,Single,Close,63200,0,High,24,1932
860,Old,Male,Own,Married,Close,77300,0,High,18,1853
957,Middle,Male,Rent,Single,Close,43100,1,NA,12,1224
340,Middle,Female,Rent,Single,Far,44800,1,Medium,6,666
423,Old,Female,Rent,Married,Close,70900,0,High,24,1685
126,Middle,Female,Rent,Single,Far,38200,0,Medium,24,1476
110,Young,Female,Rent,Single,Far,18400,1,Low,6,319
840,Middle,Female,Rent,Single,Close,40700,3,Low,18,232
1024,Old,Male,Own,Single,Close,71300,0,High,18,1543
1152,Middle,Female,Rent,Single,Close,36400,2,Low,18,506
114,Young,Male,Rent,Single,Close,15400,0,Low,6,172
614,Middle,Male,Own,Single,Far,39100,1,Medium,12,1001
331,Middle,Male,Rent,Single,Close,43800,0,Medium,12,606
228,Young,Male,Rent,Single,Far,25300,0,Medium,12,591
1173,Old,Male,Rent,Married,Close,71800,0,High,12,1389
927,Middle,Male,Own,Single,Close,73200,0,High,24,2177
707,Middle,Male,Own,Married,Far,79000,1,High,18,2279
218,Middle,Female,Rent,Married,Close,75200,1,NA,24,2702
942,Young,Female,Rent,Single,Close,25300,3,NA,6,510
716,Old,Female,Own,Married,Close,43600,0,Medium,12,1047
361,Middle,Male,Own,Married,Close,83600,2,Medium,6,538
575,Middle,Female,Own,Single,Far,56200,0,High,18,1546
1255,Young,Male,Rent,Married,Close,45500,0,Medium,6,754
1277,Middle,Male,Own,Married,Close,99300,1,High,12,1504
603,Middle,Male,Own,Married,Far,108000,3,High,24,1849
58,Middle,Female,Own,Married,Far,84900,1,High,24,3072
523,Middle,Male,Own,Married,Far,93000,3,High,6,1046
789,Middle,Female,Own,Married,Close,82000,0,High,18,1800
134,Old,Female,Own,Single,Close,33000,3,NA,6,700
683,Middle,Female,Own,Single,Close,36900,2,Low,24,514
1077,Middle,Female,Rent,Single,Close,33200,1,NA,6,320
588,Young,Male,Rent,Married,Close,49300,0,NA,24,1692
799,Old,Male,Rent,Married,Far,66200,0,High,24,2057
246,Middle,Male,Own,Married,Far,96800,2,High,18,2299
331,Old,Male,Own,Single,Close,63200,0,High,24,1507
975,Old,Male,Own,Married,Far,112900,0,High,24,6217
1052,Middle,Female,Rent,Single,Close,32100,2,Low,24,405
1269,Middle,Male,Own,Married,Far,102700,1,High,18,3785
898,Middle,Male,Own,Married,Close,123800,2,NA,18,3537
962,Old,Female,Rent,Single,Far,11700,0,Low,18,540
1283,Middle,Male,Own,Married,Close,101700,1,NA,6,941
924,Middle,Female,Own,Married,Far,99200,0,High,24,5503
817,Young,Male,Rent,Single,Close,17600,0,NA,6,273
190,Young,Female,Rent,Single,Close,19400,1,NA,18,384
510,Middle,Male,Rent,Single,Far,40500,1,NA,18,1073
725,Old,Male,Own,Single,Close,44800,0,Medium,24,1417
1034,Middle,Male,Own,Married,Close,79000,2,Medium,18,671
1203,Young,Male,Rent,Married,Close,53600,1,Medium,24,973
